gene1	gene2	pathwayID	type
Grin2d	Cacna1h	mmu04713	--gt
Grin1	Cacna1c	mmu04713	--gt
Grin1	Cacna1d	mmu04713	--gt
Grin2a	Cacna1c	mmu04713	--gt
Grin2a	Cacna1d	mmu04713	--gt
Grin2b	Cacna1c	mmu04713	--gt
Grin2b	Cacna1d	mmu04713	--gt
Grin2c	Cacna1c	mmu04713	--gt
Grin2c	Cacna1d	mmu04713	--gt
Grin2d	Cacna1c	mmu04713	--gt
Grin2d	Cacna1d	mmu04713	--gt
Adcyap1	Adcyap1r1	mmu04713	--gt
Adrb3	Gnas	mmu04714	--gt
Gnas	Adcy4	mmu04714	--gt
Gnas	Adcy3	mmu04714	--gt
Gnas	Adcy6	mmu04714	--gt
Gnas	Adcy7	mmu04714	--gt
Gnas	Adcy8	mmu04714	--gt
Gnas	Adcy9	mmu04714	--gt
Gnas	Adcy2	mmu04714	--gt
Gnas	Adcy5	mmu04714	--gt
Gnas	Adcy10	mmu04714	--gt
Gnas	Adcy1	mmu04714	--gt
Fgf21	Fgfr1	mmu04714	--gt
Fgfr1	Frs2	mmu04714	--gt
Frs2	Grb2	mmu04714	--gt
Grb2	Sos1	mmu04714	--gt
Grb2	Sos2	mmu04714	--gt
Sos1	Hras	mmu04714	--gt
Sos1	Kras	mmu04714	--gt
Sos1	Nras	mmu04714	--gt
Sos2	Hras	mmu04714	--gt
Sos2	Kras	mmu04714	--gt
Sos2	Nras	mmu04714	--gt
Hras	Rps6ka3	mmu04714	--gt
Hras	Rps6ka1	mmu04714	--gt
Hras	Rps6ka2	mmu04714	--gt
Hras	Rps6ka6	mmu04714	--gt
Kras	Rps6ka3	mmu04714	--gt
Kras	Rps6ka1	mmu04714	--gt
Kras	Rps6ka2	mmu04714	--gt
Kras	Rps6ka6	mmu04714	--gt
Nras	Rps6ka3	mmu04714	--gt
Nras	Rps6ka1	mmu04714	--gt
Nras	Rps6ka2	mmu04714	--gt
Nras	Rps6ka6	mmu04714	--gt
Rheb	Rptor	mmu04714	--gt
Rheb	Mtor	mmu04714	--gt
Rheb	Mlst8	mmu04714	--gt
Prkaca	Plin1	mmu04714	--gt
Prkacb	Plin1	mmu04714	--gt
Prkaca	Lipe	mmu04714	--gt
Prkacb	Lipe	mmu04714	--gt
Prkaca	Creb1	mmu04714	--gt
Prkaca	Creb3	mmu04714	--gt
Prkaca	Creb3l2	mmu04714	--gt
Prkaca	Creb3l3	mmu04714	--gt
Prkaca	Creb5	mmu04714	--gt
Prkaca	Creb3l1	mmu04714	--gt
Prkaca	Creb3l4	mmu04714	--gt
Prkacb	Creb1	mmu04714	--gt
Prkacb	Creb3	mmu04714	--gt
Prkacb	Creb3l2	mmu04714	--gt
Prkacb	Creb3l3	mmu04714	--gt
Prkacb	Creb5	mmu04714	--gt
Prkacb	Creb3l1	mmu04714	--gt
Prkacb	Creb3l4	mmu04714	--gt
Prkaca	Kdm3a	mmu04714	--gt
Prkaca	Kdm3b	mmu04714	--gt
Prkacb	Kdm3a	mmu04714	--gt
Prkacb	Kdm3b	mmu04714	--gt
Prkaca	Map3k5	mmu04714	--gt
Prkacb	Map3k5	mmu04714	--gt
Map3k5	Map2k3	mmu04714	--gt
Map2k3	Mapk11	mmu04714	--gt
Map2k3	Mapk13	mmu04714	--gt
Map2k3	Mapk14	mmu04714	--gt
Map2k3	Mapk12	mmu04714	--gt
Mapk11	Ppargc1a	mmu04714	--gt
Mapk13	Ppargc1a	mmu04714	--gt
Mapk14	Ppargc1a	mmu04714	--gt
Mapk12	Ppargc1a	mmu04714	--gt
Mapk11	Atf2	mmu04714	--gt
Mapk13	Atf2	mmu04714	--gt
Mapk14	Atf2	mmu04714	--gt
Mapk12	Atf2	mmu04714	--gt
Prkg1	Plin1	mmu04714	--gt
Prkg2	Plin1	mmu04714	--gt
Prkg1	Lipe	mmu04714	--gt
Prkg2	Lipe	mmu04714	--gt
Prkg1	Mapk11	mmu04714	--gt
Prkg1	Mapk13	mmu04714	--gt
Prkg1	Mapk14	mmu04714	--gt
Prkg1	Mapk12	mmu04714	--gt
Prkg2	Mapk11	mmu04714	--gt
Prkg2	Mapk13	mmu04714	--gt
Prkg2	Mapk14	mmu04714	--gt
Prkg2	Mapk12	mmu04714	--gt
Rps6kb2	Rps6	mmu04714	--gt
Rps6kb1	Rps6	mmu04714	--gt
Klb	Fgfr1	mmu04714	---
Rptor	Mtor	mmu04714	---
Mtor	Mlst8	mmu04714	---
Actb	Pparg	mmu04714	---
Actg1	Pparg	mmu04714	---
Smarca4	Pparg	mmu04714	---
Smarcb1	Pparg	mmu04714	---
Smarcc1	Pparg	mmu04714	---
Arid1b	Pparg	mmu04714	---
Dpf1	Pparg	mmu04714	---
Actl6a	Pparg	mmu04714	---
Smarce1	Pparg	mmu04714	---
Smarcd3	Pparg	mmu04714	---
Smarca2	Pparg	mmu04714	---
Smarcc2	Pparg	mmu04714	---
Dpf3	Pparg	mmu04714	---
Actl6b	Pparg	mmu04714	---
Smarcd2	Pparg	mmu04714	---
Smarcd1	Pparg	mmu04714	---
Arid1a	Pparg	mmu04714	---
Kdm3a	Actb	mmu04714	---
Kdm3a	Actg1	mmu04714	---
Kdm3a	Smarca4	mmu04714	---
Kdm3a	Smarcb1	mmu04714	---
Kdm3a	Smarcc1	mmu04714	---
Kdm3a	Arid1b	mmu04714	---
Kdm3a	Dpf1	mmu04714	---
Kdm3a	Actl6a	mmu04714	---
Kdm3a	Smarce1	mmu04714	---
Kdm3a	Smarcd3	mmu04714	---
Kdm3a	Smarca2	mmu04714	---
Kdm3a	Smarcc2	mmu04714	---
Kdm3a	Dpf3	mmu04714	---
Kdm3a	Actl6b	mmu04714	---
Kdm3a	Smarcd2	mmu04714	---
Kdm3a	Smarcd1	mmu04714	---
Kdm3a	Arid1a	mmu04714	---
Kdm3b	Actb	mmu04714	---
Kdm3b	Actg1	mmu04714	---
Kdm3b	Smarca4	mmu04714	---
Kdm3b	Smarcb1	mmu04714	---
Kdm3b	Smarcc1	mmu04714	---
Kdm3b	Arid1b	mmu04714	---
Kdm3b	Dpf1	mmu04714	---
Kdm3b	Actl6a	mmu04714	---
Kdm3b	Smarce1	mmu04714	---
Kdm3b	Smarcd3	mmu04714	---
Kdm3b	Smarca2	mmu04714	---
Kdm3b	Smarcc2	mmu04714	---
Kdm3b	Dpf3	mmu04714	---
Kdm3b	Actl6b	mmu04714	---
Kdm3b	Smarcd2	mmu04714	---
Kdm3b	Smarcd1	mmu04714	---
Kdm3b	Arid1a	mmu04714	---
Kdm3a	Pparg	mmu04714	---
Kdm3b	Pparg	mmu04714	---
Prdm16	Zfp516	mmu04714	---
Zfp516	Kdm1a	mmu04714	---
Prdm16	Kdm1a	mmu04714	---
Creb1	Zfp516	mmu04714	--gt
Creb3	Zfp516	mmu04714	--gt
Creb3l2	Zfp516	mmu04714	--gt
Creb3l3	Zfp516	mmu04714	--gt
Creb5	Zfp516	mmu04714	--gt
Creb3l1	Zfp516	mmu04714	--gt
Creb3l4	Zfp516	mmu04714	--gt
Kdm3a	Ucp1	mmu04714	--gt
Kdm3b	Ucp1	mmu04714	--gt
Ppargc1a	Ucp1	mmu04714	--gt
Atf2	Ppargc1a	mmu04714	--gt
Atf2	Fgf21	mmu04714	--gt
Rps6	Ucp1	mmu04714	--gt
Rps6	Fgf21	mmu04714	--gt
Tsc2	Rheb	mmu04714	--|
Tsc1	Rheb	mmu04714	--|
Akt1s1	Rptor	mmu04714	--|
Akt1s1	Mtor	mmu04714	--|
Cnr1	Adcy4	mmu04714	--|
Cnr1	Adcy3	mmu04714	--|
Cnr1	Adcy6	mmu04714	--|
Cnr1	Adcy7	mmu04714	--|
Cnr1	Adcy8	mmu04714	--|
Cnr1	Adcy9	mmu04714	--|
Cnr1	Adcy2	mmu04714	--|
Cnr1	Adcy5	mmu04714	--|
Cnr1	Adcy10	mmu04714	--|
Cnr1	Adcy1	mmu04714	--|
Plin1	Lipe	mmu04714	..gt
Atf2	Zfp516	mmu04714	--gt
Atf2	Ucp1	mmu04714	--gt
Creb1	Ucp1	mmu04714	--gt
Creb3	Ucp1	mmu04714	--gt
Creb3l2	Ucp1	mmu04714	--gt
Creb3l3	Ucp1	mmu04714	--gt
Creb5	Ucp1	mmu04714	--gt
Creb3l1	Ucp1	mmu04714	--gt
Creb3l4	Ucp1	mmu04714	--gt
Mtor	Rps6kb2	mmu04714	--gt
Mtor	Rps6kb1	mmu04714	--gt
Gcg	Prkaa1	mmu04714	--|
Gcg	Prkaa2	mmu04714	--|
Gcg	Prkab2	mmu04714	--|
Gcg	Prkag2	mmu04714	--|
Gcg	Prkab1	mmu04714	--|
Gcg	Prkag1	mmu04714	--|
Gcg	Prkag3	mmu04714	--|
Bmp8a	Prkaa1	mmu04714	--|
Bmp8a	Prkaa2	mmu04714	--|
Bmp8a	Prkab2	mmu04714	--|
Bmp8a	Prkag2	mmu04714	--|
Bmp8a	Prkab1	mmu04714	--|
Bmp8a	Prkag1	mmu04714	--|
Bmp8a	Prkag3	mmu04714	--|
Bmp8b	Prkaa1	mmu04714	--|
Bmp8b	Prkaa2	mmu04714	--|
Bmp8b	Prkab2	mmu04714	--|
Bmp8b	Prkag2	mmu04714	--|
Bmp8b	Prkab1	mmu04714	--|
Bmp8b	Prkag1	mmu04714	--|
Bmp8b	Prkag3	mmu04714	--|
Rps6ka3	Tsc2	mmu04714	--|
Rps6ka3	Tsc1	mmu04714	--|
Rps6ka1	Tsc2	mmu04714	--|
Rps6ka1	Tsc1	mmu04714	--|
Rps6ka2	Tsc2	mmu04714	--|
Rps6ka2	Tsc1	mmu04714	--|
Rps6ka6	Tsc2	mmu04714	--|
Rps6ka6	Tsc1	mmu04714	--|
Adcy8	Prkaca	mmu04720	9
Adcy8	Prkacb	mmu04720	9
Adcy1	Prkaca	mmu04720	9
Adcy1	Prkacb	mmu04720	9
Adcy8	Rapgef3	mmu04720	9
Adcy1	Rapgef3	mmu04720	9
Grin1	Calm1	mmu04720	5
Grin1	Calm2	mmu04720	5
Grin1	Calm3	mmu04720	5
Grin1	Calm5	mmu04720	5
Grin1	Calml3	mmu04720	5
Grin1	Calml4	mmu04720	5
Grin1	Calm4	mmu04720	5
Grin2a	Calm1	mmu04720	5
Grin2a	Calm2	mmu04720	5
Grin2a	Calm3	mmu04720	5
Grin2a	Calm5	mmu04720	5
Grin2a	Calml3	mmu04720	5
Grin2a	Calml4	mmu04720	5
Grin2a	Calm4	mmu04720	5
Grin2b	Calm1	mmu04720	5
Grin2b	Calm2	mmu04720	5
Grin2b	Calm3	mmu04720	5
Grin2b	Calm5	mmu04720	5
Grin2b	Calml3	mmu04720	5
Grin2b	Calml4	mmu04720	5
Grin2b	Calm4	mmu04720	5
Grin2c	Calm1	mmu04720	5
Grin2c	Calm2	mmu04720	5
Grin2c	Calm3	mmu04720	5
Grin2c	Calm5	mmu04720	5
Grin2c	Calml3	mmu04720	5
Grin2c	Calml4	mmu04720	5
Grin2c	Calm4	mmu04720	5
Grin2d	Calm1	mmu04720	5
Grin2d	Calm2	mmu04720	5
Grin2d	Calm3	mmu04720	5
Grin2d	Calm5	mmu04720	5
Grin2d	Calml3	mmu04720	5
Grin2d	Calml4	mmu04720	5
Grin2d	Calm4	mmu04720	5
Calm1	Cacna1c	mmu04720	5
Calm2	Cacna1c	mmu04720	5
Calm3	Cacna1c	mmu04720	5
Calm5	Cacna1c	mmu04720	5
Calml3	Cacna1c	mmu04720	5
Calml4	Cacna1c	mmu04720	5
Calm4	Cacna1c	mmu04720	5
Plcb1	Prkca	mmu04720	8
Plcb1	Prkcb	mmu04720	8
Plcb1	Prkcg	mmu04720	8
Plcb2	Prkca	mmu04720	8
Plcb2	Prkcb	mmu04720	8
Plcb2	Prkcg	mmu04720	8
Plcb3	Prkca	mmu04720	8
Plcb3	Prkcb	mmu04720	8
Plcb3	Prkcg	mmu04720	8
Plcb4	Prkca	mmu04720	8
Plcb4	Prkcb	mmu04720	8
Plcb4	Prkcg	mmu04720	8
Plcb1	Itpr1	mmu04720	6
Plcb1	Itpr2	mmu04720	6
Plcb1	Itpr3	mmu04720	6
Plcb2	Itpr1	mmu04720	6
Plcb2	Itpr2	mmu04720	6
Plcb2	Itpr3	mmu04720	6
Plcb3	Itpr1	mmu04720	6
Plcb3	Itpr2	mmu04720	6
Plcb3	Itpr3	mmu04720	6
Plcb4	Itpr1	mmu04720	6
Plcb4	Itpr2	mmu04720	6
Plcb4	Itpr3	mmu04720	6
Calm1	Itpr1	mmu04720	5
Calm1	Itpr2	mmu04720	5
Calm1	Itpr3	mmu04720	5
Calm2	Itpr1	mmu04720	5
Calm2	Itpr2	mmu04720	5
Calm2	Itpr3	mmu04720	5
Calm3	Itpr1	mmu04720	5
Calm3	Itpr2	mmu04720	5
Calm3	Itpr3	mmu04720	5
Calm5	Itpr1	mmu04720	5
Calm5	Itpr2	mmu04720	5
Calm5	Itpr3	mmu04720	5
Calml3	Itpr1	mmu04720	5
Calml3	Itpr2	mmu04720	5
Calml3	Itpr3	mmu04720	5
Calml4	Itpr1	mmu04720	5
Calml4	Itpr2	mmu04720	5
Calml4	Itpr3	mmu04720	5
Calm4	Itpr1	mmu04720	5
Calm4	Itpr2	mmu04720	5
Calm4	Itpr3	mmu04720	5
Prkaca	Rap1a	mmu04720	--gt
Prkaca	Rap1b	mmu04720	--gt
Prkacb	Rap1a	mmu04720	--gt
Prkacb	Rap1b	mmu04720	--gt
Prkaca	Mapk1	mmu04720	--gt
Prkaca	Mapk3	mmu04720	--gt
Prkacb	Mapk1	mmu04720	--gt
Prkacb	Mapk3	mmu04720	--gt
Rapgef3	Rap1a	mmu04720	--gt
Rapgef3	Rap1b	mmu04720	--gt
Calm1	Ppp3ca	mmu04720	--gt
Calm1	Ppp3cb	mmu04720	--gt
Calm1	Ppp3cc	mmu04720	--gt
Calm1	Ppp3r1	mmu04720	--gt
Calm1	Ppp3r2	mmu04720	--gt
Calm2	Ppp3ca	mmu04720	--gt
Calm2	Ppp3cb	mmu04720	--gt
Calm2	Ppp3cc	mmu04720	--gt
Calm2	Ppp3r1	mmu04720	--gt
Calm2	Ppp3r2	mmu04720	--gt
Calm3	Ppp3ca	mmu04720	--gt
Calm3	Ppp3cb	mmu04720	--gt
Calm3	Ppp3cc	mmu04720	--gt
Calm3	Ppp3r1	mmu04720	--gt
Calm3	Ppp3r2	mmu04720	--gt
Calm5	Ppp3ca	mmu04720	--gt
Calm5	Ppp3cb	mmu04720	--gt
Calm5	Ppp3cc	mmu04720	--gt
Calm5	Ppp3r1	mmu04720	--gt
Calm5	Ppp3r2	mmu04720	--gt
Calml3	Ppp3ca	mmu04720	--gt
Calml3	Ppp3cb	mmu04720	--gt
Calml3	Ppp3cc	mmu04720	--gt
Calml3	Ppp3r1	mmu04720	--gt
Calml3	Ppp3r2	mmu04720	--gt
Calml4	Ppp3ca	mmu04720	--gt
Calml4	Ppp3cb	mmu04720	--gt
Calml4	Ppp3cc	mmu04720	--gt
Calml4	Ppp3r1	mmu04720	--gt
Calml4	Ppp3r2	mmu04720	--gt
Calm4	Ppp3ca	mmu04720	--gt
Calm4	Ppp3cb	mmu04720	--gt
Calm4	Ppp3cc	mmu04720	--gt
Calm4	Ppp3r1	mmu04720	--gt
Calm4	Ppp3r2	mmu04720	--gt
Calm1	Adcy8	mmu04720	--gt
Calm1	Adcy1	mmu04720	--gt
Calm2	Adcy8	mmu04720	--gt
Calm2	Adcy1	mmu04720	--gt
Calm3	Adcy8	mmu04720	--gt
Calm3	Adcy1	mmu04720	--gt
Calm5	Adcy8	mmu04720	--gt
Calm5	Adcy1	mmu04720	--gt
Calml3	Adcy8	mmu04720	--gt
Calml3	Adcy1	mmu04720	--gt
Calml4	Adcy8	mmu04720	--gt
Calml4	Adcy1	mmu04720	--gt
Calm4	Adcy8	mmu04720	--gt
Calm4	Adcy1	mmu04720	--gt
Calm1	Camk2d	mmu04720	--gt
Calm1	Camk2a	mmu04720	--gt
Calm1	Camk2b	mmu04720	--gt
Calm1	Camk2g	mmu04720	--gt
Calm2	Camk2d	mmu04720	--gt
Calm2	Camk2a	mmu04720	--gt
Calm2	Camk2b	mmu04720	--gt
Calm2	Camk2g	mmu04720	--gt
Calm3	Camk2d	mmu04720	--gt
Calm3	Camk2a	mmu04720	--gt
Calm3	Camk2b	mmu04720	--gt
Calm3	Camk2g	mmu04720	--gt
Calm5	Camk2d	mmu04720	--gt
Calm5	Camk2a	mmu04720	--gt
Calm5	Camk2b	mmu04720	--gt
Calm5	Camk2g	mmu04720	--gt
Calml3	Camk2d	mmu04720	--gt
Calml3	Camk2a	mmu04720	--gt
Calml3	Camk2b	mmu04720	--gt
Calml3	Camk2g	mmu04720	--gt
Calml4	Camk2d	mmu04720	--gt
Calml4	Camk2a	mmu04720	--gt
Calml4	Camk2b	mmu04720	--gt
Calml4	Camk2g	mmu04720	--gt
Calm4	Camk2d	mmu04720	--gt
Calm4	Camk2a	mmu04720	--gt
Calm4	Camk2b	mmu04720	--gt
Calm4	Camk2g	mmu04720	--gt
Rap1a	Braf	mmu04720	--gt
Rap1a	Raf1	mmu04720	--gt
Rap1a	Araf	mmu04720	--gt
Rap1b	Braf	mmu04720	--gt
Rap1b	Raf1	mmu04720	--gt
Rap1b	Araf	mmu04720	--gt
Calm1	Hras	mmu04720	--gt
Calm1	Kras	mmu04720	--gt
Calm1	Nras	mmu04720	--gt
Calm2	Hras	mmu04720	--gt
Calm2	Kras	mmu04720	--gt
Calm2	Nras	mmu04720	--gt
Calm3	Hras	mmu04720	--gt
Calm3	Kras	mmu04720	--gt
Calm3	Nras	mmu04720	--gt
Calm5	Hras	mmu04720	--gt
Calm5	Kras	mmu04720	--gt
Calm5	Nras	mmu04720	--gt
Calml3	Hras	mmu04720	--gt
Calml3	Kras	mmu04720	--gt
Calml3	Nras	mmu04720	--gt
Calml4	Hras	mmu04720	--gt
Calml4	Kras	mmu04720	--gt
Calml4	Nras	mmu04720	--gt
Calm4	Hras	mmu04720	--gt
Calm4	Kras	mmu04720	--gt
Calm4	Nras	mmu04720	--gt
Hras	Braf	mmu04720	--gt
Hras	Raf1	mmu04720	--gt
Hras	Araf	mmu04720	--gt
Kras	Braf	mmu04720	--gt
Kras	Raf1	mmu04720	--gt
Kras	Araf	mmu04720	--gt
Nras	Braf	mmu04720	--gt
Nras	Raf1	mmu04720	--gt
Nras	Araf	mmu04720	--gt
Braf	Map2k1	mmu04720	--gt
Braf	Map2k2	mmu04720	--gt
Raf1	Map2k1	mmu04720	--gt
Raf1	Map2k2	mmu04720	--gt
Araf	Map2k1	mmu04720	--gt
Araf	Map2k2	mmu04720	--gt
Map2k1	Mapk1	mmu04720	--gt
Map2k1	Mapk3	mmu04720	--gt
Map2k2	Mapk1	mmu04720	--gt
Map2k2	Mapk3	mmu04720	--gt
Mapk1	Rps6ka3	mmu04720	--gt
Mapk1	Rps6ka1	mmu04720	--gt
Mapk1	Rps6ka2	mmu04720	--gt
Mapk1	Rps6ka6	mmu04720	--gt
Mapk3	Rps6ka3	mmu04720	--gt
Mapk3	Rps6ka1	mmu04720	--gt
Mapk3	Rps6ka2	mmu04720	--gt
Mapk3	Rps6ka6	mmu04720	--gt
Calm1	Camk4	mmu04720	--gt
Calm2	Camk4	mmu04720	--gt
Calm3	Camk4	mmu04720	--gt
Calm5	Camk4	mmu04720	--gt
Calml3	Camk4	mmu04720	--gt
Calml4	Camk4	mmu04720	--gt
Calm4	Camk4	mmu04720	--gt
Camk2d	Grm5	mmu04720	--gt
Camk2d	Grm1	mmu04720	--gt
Camk2a	Grm5	mmu04720	--gt
Camk2a	Grm1	mmu04720	--gt
Camk2b	Grm5	mmu04720	--gt
Camk2b	Grm1	mmu04720	--gt
Camk2g	Grm5	mmu04720	--gt
Camk2g	Grm1	mmu04720	--gt
Grm5	Gnaq	mmu04720	--gt
Grm1	Gnaq	mmu04720	--gt
Gnaq	Plcb1	mmu04720	--gt
Gnaq	Plcb2	mmu04720	--gt
Gnaq	Plcb3	mmu04720	--gt
Gnaq	Plcb4	mmu04720	--gt
Prkaca	Gria1	mmu04720	--gt
Prkaca	Gria2	mmu04720	--gt
Prkacb	Gria1	mmu04720	--gt
Prkacb	Gria2	mmu04720	--gt
Camk2d	Gria1	mmu04720	--gt
Camk2d	Gria2	mmu04720	--gt
Camk2a	Gria1	mmu04720	--gt
Camk2a	Gria2	mmu04720	--gt
Camk2b	Gria1	mmu04720	--gt
Camk2b	Gria2	mmu04720	--gt
Camk2g	Gria1	mmu04720	--gt
Camk2g	Gria2	mmu04720	--gt
Prkaca	Ppp1r1a	mmu04720	--gt
Prkacb	Ppp1r1a	mmu04720	--gt
Rps6ka3	Atf4	mmu04720	--gt
Rps6ka1	Atf4	mmu04720	--gt
Rps6ka2	Atf4	mmu04720	--gt
Rps6ka6	Atf4	mmu04720	--gt
Camk4	Crebbp	mmu04720	--gt
Camk4	Ep300	mmu04720	--gt
Ppp1r1a	Ppp1ca	mmu04720	--|
Ppp1r1a	Ppp1cb	mmu04720	--|
Ppp1r1a	Ppp1cc	mmu04720	--|
Ppp1r1a	Ppp1ccb	mmu04720	--|
Ppp1ca	Camk2d	mmu04720	--|
Ppp1ca	Camk2a	mmu04720	--|
Ppp1ca	Camk2b	mmu04720	--|
Ppp1ca	Camk2g	mmu04720	--|
Ppp1cb	Camk2d	mmu04720	--|
Ppp1cb	Camk2a	mmu04720	--|
Ppp1cb	Camk2b	mmu04720	--|
Ppp1cb	Camk2g	mmu04720	--|
Ppp1cc	Camk2d	mmu04720	--|
Ppp1cc	Camk2a	mmu04720	--|
Ppp1cc	Camk2b	mmu04720	--|
Ppp1cc	Camk2g	mmu04720	--|
Ppp1ccb	Camk2d	mmu04720	--|
Ppp1ccb	Camk2a	mmu04720	--|
Ppp1ccb	Camk2b	mmu04720	--|
Ppp1ccb	Camk2g	mmu04720	--|
Ppp3ca	Ppp1r1a	mmu04720	--|
Ppp3cb	Ppp1r1a	mmu04720	--|
Ppp3cc	Ppp1r1a	mmu04720	--|
Ppp3r1	Ppp1r1a	mmu04720	--|
Ppp3r2	Ppp1r1a	mmu04720	--|
Crebbp	Atf4	mmu04720	---
Ep300	Atf4	mmu04720	---
Gria1	Grin1	mmu04720	..gt
Gria1	Grin2a	mmu04720	..gt
Gria1	Grin2b	mmu04720	..gt
Gria1	Grin2c	mmu04720	..gt
Gria1	Grin2d	mmu04720	..gt
Gria2	Grin1	mmu04720	..gt
Gria2	Grin2a	mmu04720	..gt
Gria2	Grin2b	mmu04720	..gt
Gria2	Grin2c	mmu04720	..gt
Gria2	Grin2d	mmu04720	..gt
Prkca	Grin1	mmu04720	..gt
Prkca	Grin2a	mmu04720	..gt
Prkca	Grin2b	mmu04720	..gt
Prkca	Grin2c	mmu04720	..gt
Prkca	Grin2d	mmu04720	..gt
Prkcb	Grin1	mmu04720	..gt
Prkcb	Grin2a	mmu04720	..gt
Prkcb	Grin2b	mmu04720	..gt
Prkcb	Grin2c	mmu04720	..gt
Prkcb	Grin2d	mmu04720	..gt
Prkcg	Grin1	mmu04720	..gt
Prkcg	Grin2a	mmu04720	..gt
Prkcg	Grin2b	mmu04720	..gt
Prkcg	Grin2c	mmu04720	..gt
Prkcg	Grin2d	mmu04720	..gt
Camk2d	Mapk1	mmu04720	..gt
Camk2d	Mapk3	mmu04720	..gt
Camk2a	Mapk1	mmu04720	..gt
Camk2a	Mapk3	mmu04720	..gt
Camk2b	Mapk1	mmu04720	..gt
Camk2b	Mapk3	mmu04720	..gt
Camk2g	Mapk1	mmu04720	..gt
Camk2g	Mapk3	mmu04720	..gt
Vamp2	Stx2	mmu04721	---
Vamp2	Stx1a	mmu04721	---
Vamp2	Stx3	mmu04721	---
Vamp2	Stx1b	mmu04721	---
Stx2	Snap25	mmu04721	---
Stx1a	Snap25	mmu04721	---
Stx3	Snap25	mmu04721	---
Stx1b	Snap25	mmu04721	---
Rab3a	Rims1	mmu04721	---
Stxbp1	Stx2	mmu04721	---
Stxbp1	Stx1a	mmu04721	---
Stxbp1	Stx3	mmu04721	---
Stxbp1	Stx1b	mmu04721	---
Clta	Ap2a1	mmu04721	---
Clta	Ap2a2	mmu04721	---
Clta	Ap2m1	mmu04721	---
Clta	Ap2s1	mmu04721	---
Clta	Ap2b1	mmu04721	---
Cltc	Ap2a1	mmu04721	---
Cltc	Ap2a2	mmu04721	---
Cltc	Ap2m1	mmu04721	---
Cltc	Ap2s1	mmu04721	---
Cltc	Ap2b1	mmu04721	---
Cltb	Ap2a1	mmu04721	---
Cltb	Ap2a2	mmu04721	---
Cltb	Ap2m1	mmu04721	---
Cltb	Ap2s1	mmu04721	---
Cltb	Ap2b1	mmu04721	---
Ngf	Ntrk1	mmu04722	--gt
Bdnf	Ntrk2	mmu04722	--gt
Ntf5	Ntrk2	mmu04722	--gt
Ntf3	Ntrk1	mmu04722	--gt
Ntf3	Ntrk2	mmu04722	--gt
Ntf3	Ntrk3	mmu04722	--gt
Ngf	Ngfr	mmu04722	--gt
Bdnf	Ngfr	mmu04722	--gt
Ntf5	Ngfr	mmu04722	--gt
Ntf3	Ngfr	mmu04722	--gt
Ntrk1	Kidins220	mmu04722	--gt
Ntrk1	Frs2	mmu04722	--gt
Kidins220	Crk	mmu04722	---
Kidins220	Crkl	mmu04722	---
Frs2	Crk	mmu04722	---
Frs2	Crkl	mmu04722	---
Crk	Rapgef1	mmu04722	---
Crkl	Rapgef1	mmu04722	---
Rapgef1	Rap1a	mmu04722	--gt
Rapgef1	Rap1b	mmu04722	--gt
Rap1a	Braf	mmu04722	--gt
Rap1b	Braf	mmu04722	--gt
Braf	Map2k1	mmu04722	--gt
Braf	Map2k2	mmu04722	--gt
Map2k1	Mapk1	mmu04722	--gt
Map2k1	Mapk3	mmu04722	--gt
Map2k2	Mapk1	mmu04722	--gt
Map2k2	Mapk3	mmu04722	--gt
Mapk1	Rps6ka3	mmu04722	--gt
Mapk1	Rps6ka1	mmu04722	--gt
Mapk1	Rps6ka2	mmu04722	--gt
Mapk1	Rps6ka6	mmu04722	--gt
Mapk3	Rps6ka3	mmu04722	--gt
Mapk3	Rps6ka1	mmu04722	--gt
Mapk3	Rps6ka2	mmu04722	--gt
Mapk3	Rps6ka6	mmu04722	--gt
Rps6ka3	Atf4	mmu04722	--gt
Rps6ka1	Atf4	mmu04722	--gt
Rps6ka2	Atf4	mmu04722	--gt
Rps6ka6	Atf4	mmu04722	--gt
Ntrk1	Sh2b2	mmu04722	--gt
Ntrk1	Sh2b3	mmu04722	--gt
Ntrk1	Sh2b1	mmu04722	--gt
Ntrk2	Sh2b2	mmu04722	--gt
Ntrk2	Sh2b3	mmu04722	--gt
Ntrk2	Sh2b1	mmu04722	--gt
Ntrk3	Sh2b2	mmu04722	--gt
Ntrk3	Sh2b3	mmu04722	--gt
Ntrk3	Sh2b1	mmu04722	--gt
Sh2b2	Grb2	mmu04722	---
Sh2b3	Grb2	mmu04722	---
Sh2b1	Grb2	mmu04722	---
Grb2	Sos1	mmu04722	---
Grb2	Sos2	mmu04722	---
Sos1	Hras	mmu04722	--gt
Sos1	Kras	mmu04722	--gt
Sos1	Nras	mmu04722	--gt
Sos2	Hras	mmu04722	--gt
Sos2	Kras	mmu04722	--gt
Sos2	Nras	mmu04722	--gt
Hras	Braf	mmu04722	--gt
Hras	Raf1	mmu04722	--gt
Kras	Braf	mmu04722	--gt
Kras	Raf1	mmu04722	--gt
Nras	Braf	mmu04722	--gt
Nras	Raf1	mmu04722	--gt
Raf1	Map2k1	mmu04722	--gt
Raf1	Map2k2	mmu04722	--gt
Mapk1	Hras	mmu04722	--|
Mapk1	Kras	mmu04722	--|
Mapk1	Nras	mmu04722	--|
Mapk3	Hras	mmu04722	--|
